Source,Target,Weight
J Mol Cell Biol,Am J Respir Cell Mol Biol,1
J Mol Cell Biol,J Assist Reprod Genet,1
J Mol Cell Biol,Sci Signal,1
J Mol Cell Biol,Cell Biosci,1
J Mol Cell Biol,Biochem Pharmacol,2
J Mol Cell Biol,Sheng Wu Gong Cheng Xue Bao,1
J Mol Cell Biol,GM Crops Food,1
J Mol Cell Biol,Zhonghua Bing Li Xue Za Zhi,1
J Mol Cell Biol,Acta Biochim Biophys Sin (Shanghai),1
J Mol Cell Biol,Biotechniques,1
J Mol Cell Biol,Gastroenterology,1
J Mol Cell Biol,Dev Cell,1
J Mol Cell Biol,Gen Comp Endocrinol,1
J Mol Cell Biol,Transl Psychiatry,1
J Mol Cell Biol,Nat Cell Biol,1
J Mol Cell Biol,Brain Res,1
J Mol Cell Biol,Plant Mol Biol,3
J Mol Cell Biol,Hum Mutat,2
J Mol Cell Biol,J Gen Virol,1
J Mol Cell Biol,Med Hypotheses,1
J Mol Cell Biol,Appl Microbiol Biotechnol,1
J Mol Cell Biol,J Clin Microbiol,1
J Mol Cell Biol,FASEB J,1
J Mol Cell Biol,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
J Mol Cell Biol,Cell Logist,1
J Mol Cell Biol,EMBO J,1
J Mol Cell Biol,J Biosci Bioeng,1
J Mol Cell Biol,Onco Targets Ther,1
J Mol Cell Biol,Foodborne Pathog Dis,1
J Mol Cell Biol,Gigascience,1
J Mol Cell Biol,Cell Regen (Lond),6
J Mol Cell Biol,Cold Spring Harb Perspect Med,1
J Mol Cell Biol,Rice (N Y),1
J Mol Cell Biol,Phys Rev Lett,1
J Mol Cell Biol,Rapid Commun Mass Spectrom,1
Acta Crystallogr F Struct Biol Commun,Mol Cell,3
Acta Crystallogr F Struct Biol Commun,FEBS J,6
Acta Crystallogr F Struct Biol Commun,J Mol Biol,3
Acta Crystallogr F Struct Biol Commun,Acta Crystallogr Sect F Struct Biol Cryst Commun,3
Environ Sci Pollut Res Int,Front Microbiol,3
Environ Sci Pollut Res Int,Appl Environ Microbiol,3
Environ Sci Pollut Res Int,J Clin Microbiol,3
Environ Sci Pollut Res Int,Microbiol Spectr,2
J Food Sci,Mol Cell,2
J Food Sci,PLoS Genet,1
J Food Sci,PLoS One,1
J Food Sci,Methods Mol Biol,1
J Food Sci,Nature,1
J Food Sci,Proc Natl Acad Sci U S A,2
J Food Sci,Science,1
J Food Sci,Nucleic Acids Res,1
J Food Sci,Cold Spring Harb Protoc,1
J Food Sci,J Bacteriol,1
J Food Sci,Nat Commun,1
J Food Sci,Genome Biol,1
J Food Sci,Genome Biol Evol,1
J Food Sci,MBio,2
J Food Sci,RNA Biol,1
J Food Sci,Nat Biotechnol,1
J Food Sci,Cell Res,1
J Food Sci,Mol Microbiol,1
J Food Sci,Appl Environ Microbiol,1
J Food Sci,Hum Gene Ther,1
J Food Sci,Trends Microbiol,2
J Food Sci,Curr Opin Biotechnol,1
J Food Sci,Curr Opin Immunol,1
J Food Sci,Nat Rev Microbiol,1
J Food Sci,Curr Opin Microbiol,1
J Food Sci,ISME J,1
J Food Sci,Microbiology,2
J Food Sci,BMC Microbiol,1
J Food Sci,Expert Opin Biol Ther,1
J Food Sci,Environ Microbiol,1
J Food Sci,PLoS Comput Biol,1
J Food Sci,Annu Rev Food Sci Technol,1
J Food Sci,Annu Rev Genet,1
J Food Sci,J Clin Microbiol,1
J Food Sci,EMBO J,1
J Food Sci,Food Microbiol,1
J Food Sci,Int J Food Microbiol,1
J Food Sci,Biochem Soc Trans,1
J Food Sci,J Dairy Sci,1
J Food Sci,PeerJ,1
J Food Sci,Antimicrob Agents Chemother,1
J Food Sci,Wiley Interdiscip Rev RNA,1
Blood Rev,Methods Mol Biol,1
Blood Rev,Nature,1
Blood Rev,Proc Natl Acad Sci U S A,1
Blood Rev,Science,1
Blood Rev,Cell Rep,1
Blood Rev,Cell,1
Blood Rev,Biotechnol Lett,1
Blood Rev,J Biotechnol,1
Blood Rev,Foodborne Pathog Dis,1
Hum Mutat,Nat Methods,3
Hum Mutat,Sci Rep,11
Hum Mutat,Mol Cell,1
Hum Mutat,PLoS Genet,2
Hum Mutat,PLoS One,7
Hum Mutat,Nat Protoc,2
Hum Mutat,Methods Mol Biol,1
Hum Mutat,Nature,3
Hum Mutat,Oncotarget,5
Hum Mutat,Proc Natl Acad Sci U S A,3
Hum Mutat,J Biol Chem,2
Hum Mutat,Clin Cancer Res,1
Hum Mutat,Nucleic Acids Res,4
Hum Mutat,ACS Synth Biol,2
Hum Mutat,Plant Cell Rep,2
Hum Mutat,J Bacteriol,2
Hum Mutat,Nat Commun,5
Hum Mutat,Stand Genomic Sci,3
Hum Mutat,Genome Announc,1
Hum Mutat,Mol Ther,1
Hum Mutat,Cell Rep,1
Hum Mutat,J Virol,1
Hum Mutat,Cell Mol Life Sci,4
Hum Mutat,Protein Cell,2
Hum Mutat,Cell,3
Hum Mutat,Cancer Discov,1
Hum Mutat,Sci Adv,1
Hum Mutat,Genome Res,1
Hum Mutat,BMC Genomics,2
Hum Mutat,Stem Cells Transl Med,2
Hum Mutat,G3 (Bethesda),1
Hum Mutat,Cancer Sci,1
Hum Mutat,Hum Mol Genet,3
Hum Mutat,Front Plant Sci,1
Hum Mutat,MBio,1
Hum Mutat,Virus Res,1
Hum Mutat,Virol J,1
Hum Mutat,Nat Plants,1
Hum Mutat,RNA Biol,4
Hum Mutat,Nat Chem Biol,1
Hum Mutat,Int J Mol Sci,1
Hum Mutat,Plant Biotechnol J,1
Hum Mutat,Nat Biotechnol,2
Hum Mutat,Mol Ther Methods Clin Dev,1
Hum Mutat,Mol Cell Biol,1
Hum Mutat,FEBS J,1
Hum Mutat,Stem Cell Reports,2
Hum Mutat,Cell Stem Cell,5
Hum Mutat,Cell Res,5
Hum Mutat,Extremophiles,1
Hum Mutat,Dev Biol,1
Hum Mutat,Biotechnol Lett,2
Hum Mutat,Nat Neurosci,1
Hum Mutat,Int J Biol Sci,1
Hum Mutat,Brief Funct Genomics,1
Hum Mutat,Stem Cell Res,1
Hum Mutat,J Cell Biol,1
Hum Mutat,J Genet Genomics,3
Hum Mutat,Zhonghua Liu Xing Bing Xue Za Zhi,2
Hum Mutat,Stem Cells Dev,1
Hum Mutat,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
Hum Mutat,Cancer Res,1
Hum Mutat,Viruses,1
Hum Mutat,Anal Chem,1
Hum Mutat,J Clin Invest,3
Hum Mutat,Hum Gene Ther,1
Hum Mutat,Hepatology,3
Hum Mutat,Genes Dev,2
Hum Mutat,Cell Discov,1
Hum Mutat,Biotechnol Bioeng,1
Hum Mutat,Mol Med Rep,3
Hum Mutat,Stem Cells,2
Hum Mutat,Methods Enzymol,1
Hum Mutat,PLoS Pathog,1
Hum Mutat,Eur Urol,1
Hum Mutat,Curr Microbiol,2
Hum Mutat,J Biotechnol,1
Hum Mutat,New Phytol,1
Hum Mutat,Cancer Cell,1
Hum Mutat,Insect Biochem Mol Biol,2
Hum Mutat,Genetics,1
Hum Mutat,Biochem Biophys Res Commun,2
Hum Mutat,J Neurosci Res,1
Hum Mutat,Wei Sheng Wu Xue Bao,2
Hum Mutat,J Vis Exp,1
Hum Mutat,Parasitol Res,1
Hum Mutat,Mol Plant,1
Hum Mutat,Cell Death Differ,2
Hum Mutat,Biomed Res Int,1
Hum Mutat,Gene Ther,1
Hum Mutat,Acta Neuropathol Commun,1
Hum Mutat,Virology,1
Hum Mutat,Cilia,1
Hum Mutat,EMBO Mol Med,1
Hum Mutat,Mol Biol Cell,1
Hum Mutat,World J Microbiol Biotechnol,2
Hum Mutat,Neurochem Res,1
Hum Mutat,BMC Plant Biol,1
Hum Mutat,FEBS Lett,1
Hum Mutat,Sci Signal,1
Hum Mutat,Insect Mol Biol,1
Hum Mutat,Biochem Pharmacol,1
Hum Mutat,Sheng Wu Gong Cheng Xue Bao,1
Hum Mutat,GM Crops Food,1
Hum Mutat,Acta Biochim Biophys Sin (Shanghai),2
Hum Mutat,Dev Cell,1
Hum Mutat,Brain Res,1
Hum Mutat,J Pathol,1
Hum Mutat,Plant Mol Biol,1
Hum Mutat,J Mol Cell Biol,2
Hum Mutat,Zhongguo Fei Ai Za Zhi,1
Hum Mutat,J Gen Virol,1
Hum Mutat,Appl Microbiol Biotechnol,1
Hum Mutat,J Clin Microbiol,2
Hum Mutat,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2
Hum Mutat,EMBO J,3
Hum Mutat,Hematology,1
Hum Mutat,J Biosci Bioeng,1
Hum Mutat,Genet Mol Res,1
Hum Mutat,Onco Targets Ther,1
Hum Mutat,Foodborne Pathog Dis,1
Hum Mutat,Int J Biochem Cell Biol,1
Hum Mutat,Rice (N Y),2
Adv Biol Regul,Oncotarget,5
Adv Biol Regul,Leukemia,4
Adv Biol Regul,Arch Toxicol,4
Phytopathology,PLoS One,2
Phytopathology,Mol Plant Pathol,1
J Nanosci Nanotechnol,Sci Rep,4
J Nanosci Nanotechnol,Oncogene,1
J Nanosci Nanotechnol,PLoS Genet,1
J Nanosci Nanotechnol,PLoS One,3
J Nanosci Nanotechnol,Nature,3
J Nanosci Nanotechnol,Oncotarget,4
J Nanosci Nanotechnol,Nucleic Acids Res,2
J Nanosci Nanotechnol,Cell Rep,1
J Nanosci Nanotechnol,Cell,1
J Nanosci Nanotechnol,Cancer Discov,1
J Nanosci Nanotechnol,Genome Res,2
J Nanosci Nanotechnol,Genome Biol,2
J Nanosci Nanotechnol,Stem Cells Transl Med,1
J Nanosci Nanotechnol,Front Mol Neurosci,1
J Nanosci Nanotechnol,Nat Biotechnol,1
J Nanosci Nanotechnol,Nat Struct Mol Biol,1
J Nanosci Nanotechnol,Plant J,1
J Nanosci Nanotechnol,Cell Stem Cell,1
J Nanosci Nanotechnol,Bioinformatics,2
J Nanosci Nanotechnol,Cell Res,3
J Nanosci Nanotechnol,Biotechnol Lett,1
J Nanosci Nanotechnol,J Cell Biol,1
J Nanosci Nanotechnol,J Genet Genomics,2
J Nanosci Nanotechnol,Zhonghua Liu Xing Bing Xue Za Zhi,1
J Nanosci Nanotechnol,Dis Model Mech,1
J Nanosci Nanotechnol,Cell Discov,1
J Nanosci Nanotechnol,PLoS Pathog,1
J Nanosci Nanotechnol,Genesis,1
J Nanosci Nanotechnol,Curr Microbiol,1
J Nanosci Nanotechnol,Genetics,1
J Nanosci Nanotechnol,J Neurosci Res,1
J Nanosci Nanotechnol,Biomed Res Int,1
J Nanosci Nanotechnol,BMC Plant Biol,1
J Nanosci Nanotechnol,Biotechniques,1
J Nanosci Nanotechnol,Dev Cell,1
J Nanosci Nanotechnol,Transl Psychiatry,1
J Nanosci Nanotechnol,J Clin Microbiol,1
J Nanosci Nanotechnol,Biol Reprod,1
Trends Ecol Evol,Biomed Res Int,1
Annu Rev Genet,Sci Rep,1
Annu Rev Genet,Mol Cell,7
Annu Rev Genet,PLoS Genet,3
Annu Rev Genet,PLoS One,7
Annu Rev Genet,Methods Mol Biol,5
Annu Rev Genet,Nature,5
Annu Rev Genet,Proc Natl Acad Sci U S A,6
Annu Rev Genet,Science,7
Annu Rev Genet,Nucleic Acids Res,3
Annu Rev Genet,Cold Spring Harb Protoc,1
Annu Rev Genet,J Bacteriol,1
Annu Rev Genet,Nat Commun,3
Annu Rev Genet,Mol Ther,1
Annu Rev Genet,J Virol,1
Annu Rev Genet,Cell,2
Annu Rev Genet,Nat Microbiol,1
Annu Rev Genet,Genome Biol,4
Annu Rev Genet,BMC Genomics,1
Annu Rev Genet,Genome Biol Evol,1
Annu Rev Genet,Biol Direct,1
Annu Rev Genet,MBio,1
Annu Rev Genet,Nat Plants,1
Annu Rev Genet,RNA Biol,5
Annu Rev Genet,Int J Mol Sci,1
Annu Rev Genet,Nat Biotechnol,1
Annu Rev Genet,Nat Struct Mol Biol,4
Annu Rev Genet,Stem Cell Reports,2
Annu Rev Genet,Cell Stem Cell,1
Annu Rev Genet,Cell Res,1
Annu Rev Genet,Proc Biol Sci,1
Annu Rev Genet,Biochem J,1
Annu Rev Genet,Biol Chem,3
Annu Rev Genet,Mol Microbiol,4
Annu Rev Genet,Appl Environ Microbiol,1
Annu Rev Genet,J Control Release,1
Annu Rev Genet,Hum Gene Ther,1
Annu Rev Genet,Curr Biol,1
Annu Rev Genet,Trends Biotechnol,1
Annu Rev Genet,Trends Microbiol,3
Annu Rev Genet,Curr Opin Biotechnol,1
Annu Rev Genet,Curr Opin Immunol,1
Annu Rev Genet,Nat Rev Microbiol,4
Annu Rev Genet,Arterioscler Thromb Vasc Biol,1
Annu Rev Genet,Curr Opin Microbiol,1
Annu Rev Genet,ISME J,1
Annu Rev Genet,Microbiology,1
Annu Rev Genet,Circ Res,1
Annu Rev Genet,BMC Microbiol,1
Annu Rev Genet,Expert Opin Biol Ther,1
Annu Rev Genet,Environ Microbiol,1
Annu Rev Genet,PLoS Comput Biol,1
Annu Rev Genet,Annu Rev Food Sci Technol,1
Annu Rev Genet,Curr Protoc Hum Genet,1
Annu Rev Genet,Methods,3
Annu Rev Genet,FEMS Microbiol Rev,1
Annu Rev Genet,J Food Sci,1
Annu Rev Genet,J Clin Microbiol,1
Annu Rev Genet,EMBO J,2
Annu Rev Genet,Food Microbiol,1
Annu Rev Genet,Int J Food Microbiol,1
Annu Rev Genet,Microbiol Mol Biol Rev,2
Annu Rev Genet,Photosynth Res,2
Annu Rev Genet,Trends Biochem Sci,4
Annu Rev Genet,Dev Growth Differ,1
Annu Rev Genet,Biochem Soc Trans,1
Annu Rev Genet,J Dairy Sci,1
Annu Rev Genet,PeerJ,1
Annu Rev Genet,Antimicrob Agents Chemother,1
Annu Rev Genet,Wiley Interdiscip Rev RNA,1
Annu Rev Genet,Eur J Clin Microbiol Infect Dis,1
Annu Rev Genet,Mol Cell Proteomics,4
Annu Rev Genet,Cold Spring Harb Perspect Biol,3
J Oral Microbiol,Sci Rep,1
J Oral Microbiol,Nucleic Acids Res,1
J Oral Microbiol,Nat Commun,1
J Oral Microbiol,Metab Eng,1
J Oral Microbiol,Brief Funct Genomics,1
J Oral Microbiol,Gene,1
J Oral Microbiol,Arterioscler Thromb Vasc Biol,1
Zhongguo Fei Ai Za Zhi,Sci Rep,3
Zhongguo Fei Ai Za Zhi,Mol Cell,1
Zhongguo Fei Ai Za Zhi,PLoS Genet,1
Zhongguo Fei Ai Za Zhi,PLoS One,1
Zhongguo Fei Ai Za Zhi,Nature,1
Zhongguo Fei Ai Za Zhi,Oncotarget,2
Zhongguo Fei Ai Za Zhi,Proc Natl Acad Sci U S A,1
Zhongguo Fei Ai Za Zhi,Science,1
Zhongguo Fei Ai Za Zhi,J Biol Chem,2
Zhongguo Fei Ai Za Zhi,Nucleic Acids Res,2
Zhongguo Fei Ai Za Zhi,Plant Cell Rep,1
Zhongguo Fei Ai Za Zhi,J Bacteriol,1
Zhongguo Fei Ai Za Zhi,Nat Commun,2
Zhongguo Fei Ai Za Zhi,Metab Eng,1
Zhongguo Fei Ai Za Zhi,Stand Genomic Sci,1
Zhongguo Fei Ai Za Zhi,Mol Ther,1
Zhongguo Fei Ai Za Zhi,Cell Mol Life Sci,1
Zhongguo Fei Ai Za Zhi,Protein Cell,1
Zhongguo Fei Ai Za Zhi,Cell,1
Zhongguo Fei Ai Za Zhi,Yi Chuan,1
Zhongguo Fei Ai Za Zhi,Sci Adv,1
Zhongguo Fei Ai Za Zhi,Genome Biol,1
Zhongguo Fei Ai Za Zhi,BMC Genomics,1
Zhongguo Fei Ai Za Zhi,G3 (Bethesda),1
Zhongguo Fei Ai Za Zhi,Hum Mol Genet,1
Zhongguo Fei Ai Za Zhi,Front Mol Neurosci,1
Zhongguo Fei Ai Za Zhi,MBio,1
Zhongguo Fei Ai Za Zhi,Virol J,1
Zhongguo Fei Ai Za Zhi,Nat Plants,1
Zhongguo Fei Ai Za Zhi,RNA Biol,2
Zhongguo Fei Ai Za Zhi,Nat Biotechnol,1
Zhongguo Fei Ai Za Zhi,Mol Cell Biol,2
Zhongguo Fei Ai Za Zhi,Cell Stem Cell,3
Zhongguo Fei Ai Za Zhi,Cell Res,2
Zhongguo Fei Ai Za Zhi,Extremophiles,1
Zhongguo Fei Ai Za Zhi,Proc Biol Sci,1
Zhongguo Fei Ai Za Zhi,Development,1
Zhongguo Fei Ai Za Zhi,Stem Cell Res,1
Zhongguo Fei Ai Za Zhi,J Genet Genomics,2
Zhongguo Fei Ai Za Zhi,Cancer Res,1
Zhongguo Fei Ai Za Zhi,Transgenic Res,1
Zhongguo Fei Ai Za Zhi,Mol Cancer Res,1
Zhongguo Fei Ai Za Zhi,Genes Dev,1
Zhongguo Fei Ai Za Zhi,Methods Cell Biol,1
Zhongguo Fei Ai Za Zhi,Curr Biol,1
Zhongguo Fei Ai Za Zhi,Sci China Life Sci,1
Zhongguo Fei Ai Za Zhi,Anal Biochem,1
Zhongguo Fei Ai Za Zhi,PLoS Pathog,1
Zhongguo Fei Ai Za Zhi,Eur Urol,1
Zhongguo Fei Ai Za Zhi,Curr Microbiol,1
Zhongguo Fei Ai Za Zhi,Insect Biochem Mol Biol,1
Zhongguo Fei Ai Za Zhi,Genetics,1
Zhongguo Fei Ai Za Zhi,Biotechnol J,1
Zhongguo Fei Ai Za Zhi,Plant Physiol,2
Zhongguo Fei Ai Za Zhi,Mol Plant,1
Zhongguo Fei Ai Za Zhi,Appl Biochem Biotechnol,1
Zhongguo Fei Ai Za Zhi,AIDS,1
Zhongguo Fei Ai Za Zhi,Gene,1
Zhongguo Fei Ai Za Zhi,Arterioscler Thromb Vasc Biol,1
Zhongguo Fei Ai Za Zhi,Insect Mol Biol,1
Zhongguo Fei Ai Za Zhi,Cancer Lett,1
Zhongguo Fei Ai Za Zhi,Curr Protoc Mouse Biol,1
Zhongguo Fei Ai Za Zhi,Acta Biochim Biophys Sin (Shanghai),1
Zhongguo Fei Ai Za Zhi,Dev Cell,1
Zhongguo Fei Ai Za Zhi,Transl Psychiatry,1
Zhongguo Fei Ai Za Zhi,Methods,1
Zhongguo Fei Ai Za Zhi,Toxins (Basel),1
Zhongguo Fei Ai Za Zhi,J Pathol,1
Zhongguo Fei Ai Za Zhi,Hum Mutat,1
Zhongguo Fei Ai Za Zhi,FASEB J,1
Zhongguo Fei Ai Za Zhi,BMC Genet,1
J Surg Res,PLoS One,1
J Surg Res,Oncotarget,1
J Surg Res,J Zhejiang Univ Sci B,1
J Surg Res,G3 (Bethesda),1
J Surg Res,RNA Biol,1
J Surg Res,Front Microbiol,1
J Surg Res,Xenotransplantation,8
J Surg Res,Plant J,1
J Surg Res,Int J Biol Sci,1
J Surg Res,Transgenic Res,5
J Surg Res,Int J Surg,5
J Surg Res,Transpl Immunol,7
J Surg Res,Toxins (Basel),1
J Surg Res,J Clin Microbiol,1
Ann Transl Med,Oncotarget,3
Ann Transl Med,Front Oncol,1
J Gen Virol,Nat Methods,1
J Gen Virol,Sci Rep,9
J Gen Virol,Oncogene,1
J Gen Virol,Mol Cell,1
J Gen Virol,Front Pharmacol,1
J Gen Virol,PLoS One,7
J Gen Virol,Nat Protoc,1
J Gen Virol,Methods Mol Biol,6
J Gen Virol,Nature,5
J Gen Virol,Oncotarget,3
J Gen Virol,Proc Natl Acad Sci U S A,3
J Gen Virol,Science,2
J Gen Virol,J Biol Chem,3
J Gen Virol,Nucleic Acids Res,4
J Gen Virol,ACS Synth Biol,3
J Gen Virol,Nat Commun,3
J Gen Virol,Stand Genomic Sci,2
J Gen Virol,Mol Ther,2
J Gen Virol,Cell Rep,2
J Gen Virol,Cell Mol Life Sci,1
J Gen Virol,Protein Cell,1
J Gen Virol,Cell,3
J Gen Virol,Elife,1
J Gen Virol,Sci Adv,1
J Gen Virol,Genome Biol,1
J Gen Virol,BMC Genomics,1
J Gen Virol,G3 (Bethesda),1
J Gen Virol,Hum Mol Genet,2
J Gen Virol,MBio,1
J Gen Virol,Mol Ther Nucleic Acids,1
J Gen Virol,RNA Biol,2
J Gen Virol,Ann Neurol,1
J Gen Virol,Nat Biotechnol,3
J Gen Virol,Mol Cell Biol,1
J Gen Virol,Stem Cell Reports,1
J Gen Virol,Biol Open,3
J Gen Virol,Cell Stem Cell,2
J Gen Virol,Cell Res,6
J Gen Virol,Development,1
J Gen Virol,Dev Biol,1
J Gen Virol,Biotechnol Lett,2
J Gen Virol,Int J Biol Sci,1
J Gen Virol,Brief Funct Genomics,1
J Gen Virol,Stem Cell Res,1
J Gen Virol,Angew Chem Int Ed Engl,1
J Gen Virol,J Genet Genomics,3
J Gen Virol,Zhonghua Liu Xing Bing Xue Za Zhi,1
J Gen Virol,Stem Cells Dev,2
J Gen Virol,Nat Med,1
J Gen Virol,BMC Biotechnol,1
J Gen Virol,Hepatology,1
J Gen Virol,Genes Dev,2
J Gen Virol,Cell Discov,1
J Gen Virol,Blood,1
J Gen Virol,Eur Urol,1
J Gen Virol,Curr Microbiol,1
J Gen Virol,J Biotechnol,1
J Gen Virol,Cancer Cell,4
J Gen Virol,Insect Biochem Mol Biol,2
J Gen Virol,Biochem Biophys Res Commun,2
J Gen Virol,J Neurosci Res,2
J Gen Virol,Wei Sheng Wu Xue Bao,2
J Gen Virol,J Vis Exp,1
J Gen Virol,Mol Plant,2
J Gen Virol,Biomed Res Int,1
J Gen Virol,EMBO Mol Med,1
J Gen Virol,J Intern Med,1
J Gen Virol,Mol Biol Cell,1
J Gen Virol,World J Microbiol Biotechnol,1
J Gen Virol,BMC Plant Biol,1
J Gen Virol,J Assist Reprod Genet,1
J Gen Virol,Cell Biosci,1
J Gen Virol,Structure,1
J Gen Virol,Sheng Wu Gong Cheng Xue Bao,1
J Gen Virol,Acta Biochim Biophys Sin (Shanghai),1
J Gen Virol,Biotechniques,1
J Gen Virol,Dev Cell,1
J Gen Virol,Transl Psychiatry,1
J Gen Virol,Zhonghua Kou Qiang Yi Xue Za Zhi,1
J Gen Virol,Mol Biotechnol,1
J Gen Virol,Brain Res,2
J Gen Virol,Mol Autism,1
J Gen Virol,J Mol Cell Biol,1
J Gen Virol,Hum Mutat,1
J Gen Virol,Appl Microbiol Biotechnol,1
J Gen Virol,Eukaryot Cell,1
J Gen Virol,J Clin Microbiol,1
J Gen Virol,FASEB J,1
J Gen Virol,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
J Gen Virol,EMBO J,1
J Gen Virol,J Insect Physiol,1
J Gen Virol,Hear Res,1
J Gen Virol,Foodborne Pathog Dis,2
J Gen Virol,Int J Biochem Cell Biol,1
Biomol Concepts,Oral Dis,1
J Steroid Biochem Mol Biol,J Biol Chem,3
FEMS Yeast Res,J Biotechnol,3
Ann Intern Med,Science,1
Mamm Genome,Sci Rep,12
Mamm Genome,PLoS One,1
Mamm Genome,Nat Protoc,1
Mamm Genome,Methods Mol Biol,1
Mamm Genome,Nature,2
Mamm Genome,Oncotarget,1
Mamm Genome,Proc Natl Acad Sci U S A,1
Mamm Genome,J Biol Chem,1
Mamm Genome,Nucleic Acids Res,2
Mamm Genome,Stand Genomic Sci,1
Mamm Genome,Mol Ther,1
Mamm Genome,Cell,2
Mamm Genome,Genome Biol,1
Mamm Genome,Stem Cells Transl Med,1
Mamm Genome,G3 (Bethesda),1
Mamm Genome,Hum Mol Genet,1
Mamm Genome,Reproduction,1
Mamm Genome,Int J Mol Sci,1
Mamm Genome,Plant Biotechnol J,1
Mamm Genome,Nat Biotechnol,2
Mamm Genome,Parasitol Int,1
Mamm Genome,Cell Res,3
Mamm Genome,Biotechnol Lett,1
Mamm Genome,J Genet Genomics,1
Mamm Genome,Methods Enzymol,1
Mamm Genome,Insect Biochem Mol Biol,1
Mamm Genome,Genetics,3
Mamm Genome,Transplant Proc,1
Mamm Genome,Biochem Biophys Res Commun,1
Mamm Genome,Wei Sheng Wu Xue Bao,1
Mamm Genome,Mol Plant,1
Mamm Genome,Biomed Res Int,1
Mamm Genome,Annu Rev Biochem,1
Mamm Genome,Arterioscler Thromb Vasc Biol,1
Mamm Genome,Exp Anim,9
Mamm Genome,Structure,1
Mamm Genome,Antiviral Res,1
Mamm Genome,Curr Protoc Mouse Biol,2
Mamm Genome,Zhonghua Kou Qiang Yi Xue Za Zhi,1
Mamm Genome,J Investig Dermatol Symp Proc,1
Mamm Genome,Asian J Androl,1
Mamm Genome,Sheng Li Ke Xue Jin Zhan,1
Mamm Genome,Biol Reprod,1
Mamm Genome,FEBS Open Bio,1
Mamm Genome,Microbiol Mol Biol Rev,1
Mamm Genome,Onco Targets Ther,1
Mamm Genome,Dev Growth Differ,1
World J Gastroenterol,Nat Methods,1
World J Gastroenterol,Sci Rep,1
World J Gastroenterol,PLoS Genet,1
World J Gastroenterol,PLoS One,1
World J Gastroenterol,Methods Mol Biol,1
World J Gastroenterol,Nature,1
World J Gastroenterol,Proc Natl Acad Sci U S A,1
World J Gastroenterol,J Biol Chem,1
World J Gastroenterol,Nucleic Acids Res,1
World J Gastroenterol,ACS Synth Biol,2
World J Gastroenterol,Nat Commun,1
World J Gastroenterol,Cell Rep,1
World J Gastroenterol,J Virol,1
World J Gastroenterol,Protein Cell,1
World J Gastroenterol,Cell,1
World J Gastroenterol,Elife,1
World J Gastroenterol,Genome Res,2
World J Gastroenterol,G3 (Bethesda),1
World J Gastroenterol,Cancer Sci,1
World J Gastroenterol,Hum Mol Genet,1
World J Gastroenterol,J Integr Plant Biol,1
World J Gastroenterol,RNA Biol,1
World J Gastroenterol,Nat Biotechnol,1
World J Gastroenterol,Plant J,1
World J Gastroenterol,FEBS J,1
World J Gastroenterol,Bioinformatics,1
World J Gastroenterol,Cell Res,2
World J Gastroenterol,Int J Biol Sci,1
World J Gastroenterol,Genes Dev,1
World J Gastroenterol,Curr Biol,1
World J Gastroenterol,Stem Cells,1
World J Gastroenterol,Protein Sci,1
World J Gastroenterol,Cancer Cell,1
World J Gastroenterol,Insect Biochem Mol Biol,1
World J Gastroenterol,Wei Sheng Wu Xue Bao,1
World J Gastroenterol,Mol Plant,1
World J Gastroenterol,Appl Biochem Biotechnol,1
World J Gastroenterol,Gene Ther,1
World J Gastroenterol,FEBS Lett,1
World J Gastroenterol,Environ Microbiol,1
World J Gastroenterol,J Struct Biol,1
World J Gastroenterol,J Clin Microbiol,1
World J Gastroenterol,Int J Biochem Cell Biol,1
Med Hypotheses,Cell,1
Med Hypotheses,Free Radic Biol Med,2
Med Hypotheses,Biotechnol Bioeng,1
Med Hypotheses,Biochem Pharmacol,1
Med Hypotheses,J Mol Cell Biol,1
Appl Microbiol Biotechnol,Nat Methods,1
Appl Microbiol Biotechnol,Sci Rep,3
Appl Microbiol Biotechnol,Environ Microbiol Rep,1
Appl Microbiol Biotechnol,PLoS Genet,2
Appl Microbiol Biotechnol,PLoS One,1
Appl Microbiol Biotechnol,Methods Mol Biol,2
Appl Microbiol Biotechnol,Nature,1
Appl Microbiol Biotechnol,Oncotarget,2
Appl Microbiol Biotechnol,Science,1
Appl Microbiol Biotechnol,J Biol Chem,1
Appl Microbiol Biotechnol,Nucleic Acids Res,1
Appl Microbiol Biotechnol,ACS Synth Biol,3
Appl Microbiol Biotechnol,J Bacteriol,1
Appl Microbiol Biotechnol,Nat Commun,1
Appl Microbiol Biotechnol,Stand Genomic Sci,1
Appl Microbiol Biotechnol,Cell Rep,1
Appl Microbiol Biotechnol,Cell Mol Life Sci,1
Appl Microbiol Biotechnol,Protein Cell,1
Appl Microbiol Biotechnol,Cell,1
Appl Microbiol Biotechnol,Sci Adv,1
Appl Microbiol Biotechnol,Springerplus,1
Appl Microbiol Biotechnol,Genome Res,1
Appl Microbiol Biotechnol,G3 (Bethesda),1
Appl Microbiol Biotechnol,MBio,4
Appl Microbiol Biotechnol,Nat Biotechnol,1
